"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","cluster8799.cds.aln-cln","MIX{TIM2+FO,TNe+FO,HKY+FO,HKY+FO}+I+R2","I+R2",-4771.9588,-3337.7382,"TIM2{0.0808749,0.00679958,0.740015}+FO{0.546034,0.250645,0.163192,0.0401286};TNe{0.998025,2.13367}+FQ;HKY{0.0951768}+FO{0.065064,0.00875386,0.868633,0.0575494};HKY{66.2966}+FO{0.130242,0.317877,0.213933,0.337948}",9685.9176,9696.4037,10037.6291,"Mixture",1047,26,0.702960840496657,"19.39%",259,26,0.5652,0.3891,0.1168,47.6655,0.4374,NA,"1.1641","0.2203","0.1892","0","0.002","0.0081","0.0185","0.0151","0.2058"
"One_class","cluster8799.cds.aln-cln","TIM2+F+I+R2","I+R2",-4871.2566,-3337.7382,"TIM2{0.6272,1.2021,0.6272,1,4.2553,1}+F{0.2206,0.2661,0.2968,0.2165}",9858.5132,9865.4403,10145.8268,"Mixture",1047,26,0.702960840496657,"19.39%",259,28,0.6087,0.4071,0.0982,52.3068,0.6937,NA,"0.9043","0.1914","0.2117","0","0.0014","0.0078","0.0238","0.0174","0.3183"
"Mixture","cluster8698.cds.aln-cln","MIX{GTR+FO,TIM+FO,TVM+FO}+R3","R3",-8511.5653,-6194.3001,"GTR{0.115041,0.376294,0.411547,3.93234,0.924743}+FO{0.200261,0.191841,0.30216,0.305738};TIM{1.22055,0.316729,18.2392}+FO{0.170462,0.254356,0.467241,0.107941};TVM{0.0250802,0.0348597,0.00143876,0.0001}+FO{0.266342,0.473811,0.184768,0.0750791}",17175.1307,17183.6242,17576.6205,"Mixture",1455,26,0.424054982817869,"21.03%",377,28,0.6087,12.3994,11.586,45.3982,58.6557,NA,"12.7635","0.4504","0.0353","0","0.0035","0.0125","0.2257","0.0187","10"
"One_class","cluster8698.cds.aln-cln","GTR+F+R3","R3",-8666.0008,-6194.3001,"GTR{0.2297,0.2824,0.209,0.414,1.3382,1}+F{0.1981,0.2565,0.3478,0.1977}",17454.0017,17459.4317,17776.2501,"Mixture",1455,26,0.424054982817869,"21.03%",377,24,0.5217,10.6996,9.9226,51.7011,50.1498,NA,"11.0591","0.4153","0.0376","0","0.0037","0.0123","0.2605","0.0181","11.6636"
"Mixture","cluster8805.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-7200.8013,-5558.923,"K2P{11.9861}+FQ;JC",14505.6026,14510.8471,14765.9507,"Mixture",1104,26,0.463768115942029,"32.43%",536,30,0.6522,0.3971,0.0937,36.1109,0.9037,NA,"1.4277","0.276","0.1933","0","0.0019","0.0147","0.0282","0.0254","0.2228"
"One_class","cluster8805.cds.aln-cln","K2P+G4","G4",-7228.4667,-5558.923,"K2P{1,3.0767,1,1,3.0767,1}+G4{0.25,0.25,0.25,0.25}",14558.9333,14563.9752,14814.2748,"Mixture",1104,26,0.463768115942029,"32.43%",536,30,0.6522,0.3684,0.0842,43.1277,0.7709,NA,"1.3818","0.2711","0.1962","0","0.0017","0.0152","0.0291","0.0266","0.2395"
"Mixture","cluster8826.cds.aln-cln","MIX{TN+FO,K80+FO,JC+FO}+G","G4",-6320.5199,-4865.4025,"TN{1.68843,5.99355}+FO{0.0951074,0.167248,0.637633,0.100012};K2P{12.5674}+FQ;JC",12757.0397,12762.061,13062.1092,"Mixture",1422,26,0.675808720112518,"18.92%",341,20,0.4348,0.4071,0.0958,27.4408,0.8333,NA,"0.7589","0.1662","0.219","0","0.0014","0.0074","0.0151","0.0129","0.186"
"One_class","cluster8826.cds.aln-cln","TN+F+G4","G4",-6340.6631,-4865.4025,"TN{1,3.1274,1,1,4.8025,1}+F{0.2309,0.2375,0.3101,0.2215}",12791.3262,12795.8357,13080.6162,"Mixture",1422,26,0.675808720112518,"18.92%",341,20,0.4348,0.4823,0.1157,27.4408,0.8425,NA,"0.7405","0.2132","0.2879","0","0.0014","0.0071","0.0155","0.0124","0.2033"
"Mixture","cluster8947.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-5282.6273,-4234.6795,"K2P{15.6133}+FQ;JC",10669.2545,10674.3535,10930.9969,"Mixture",1134,26,0.649911816578483,"19.22%",326,26,0.5652,0.3758,0.0877,37.0945,0.9154,NA,"0.8024","0.1426","0.1777","0","0.0012","0.0073","0.0158","0.0148","0.184"
"One_class","cluster8947.cds.aln-cln","K2P+G4","G4",-5301.8429,-4234.6795,"K2P{1,3.8949,1,1,3.8949,1}+G4{0.25,0.25,0.25,0.25}",10705.6857,10710.5878,10962.3945,"Mixture",1134,26,0.649911816578483,"19.22%",326,26,0.5652,0.3881,0.0946,37.0945,0.9912,NA,"0.7736","0.1381","0.1785","0","0.0012","0.0074","0.0164","0.0149","0.1998"
"Mixture","cluster8940.cds.aln-cln","MIX{TNe,JC+FO,TPM3+FO}+G","G4",-5793.6739,-4481.6474,"TNe{1.38231,60.3782}+FQ;JC;TPM3{7.26542,32.5851}+FQ",11699.3478,11704.4509,11989.218,"Mixture",1308,26,0.675076452599388,"17.74%",331,26,0.5652,0.3478,0.0877,40.9023,0.8283,NA,"0.7983","0.1897","0.2376","0","9e-04","0.0093","0.0149","0.0142","0.184"
"One_class","cluster8940.cds.aln-cln","TNe+G4","G4",-5812.1926,-4481.6474,"TNe{1,3.1083,1,1,5.8124,1}+G4{0.25,0.25,0.25,0.25}",11728.3853,11732.7773,11997.5505,"Mixture",1308,26,0.675076452599388,"17.74%",331,26,0.5652,0.4086,0.1045,49.1223,0.9732,NA,"0.7316","0.1787","0.2443","0","0.0012","0.0097","0.0163","0.014","0.2175"
"Mixture","cluster8964.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-5869.9662,-4506.8867,"TN{7.61841,21.3082}+FO{0.273887,0.188141,0.274566,0.263406};JC",11851.9324,11856.5686,12146.9529,"Mixture",1434,26,0.716178521617852,"15.97%",313,16,0.3478,0.5357,0.1546,26.533,1.5461,NA,"0.5995","0.1369","0.2284","0","0.0012","0.0072","0.012","0.0122","0.118"
"One_class","cluster8964.cds.aln-cln","TN+F+G4","G4",-5884.23,-4506.8867,"TN{1,3.689,1,1,8.4344,1}+F{0.2664,0.2009,0.2776,0.255}",11878.4601,11882.9303,12168.2123,"Mixture",1434,26,0.716178521617852,"15.97%",313,16,0.3478,0.5491,0.1606,26.533,1.5776,NA,"0.5865","0.1104","0.1882","0","0.0012","0.0073","0.0122","0.0124","0.1248"
"Mixture","cluster8961.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-6412.4795,-5164.5995,"TN{6.21763,16.2591}+FO{0.253029,0.177322,0.317288,0.252361};JC",12936.9589,12942.8212,13219.4248,"Mixture",1146,26,0.545375218150087,"24.00%",446,24,0.5217,0.4456,0.1279,36.0555,0.4133,NA,"1.1072","0.238","0.215","0","0.0011","0.009","0.0215","0.018","0.1857"
"One_class","cluster8961.cds.aln-cln","TN+F+G4","G4",-6431.8342,-5164.5995,"TN{1,2.3231,1,1,4.318,1}+F{0.2585,0.2031,0.2967,0.2417}",12973.6683,12979.3197,13251.0901,"Mixture",1146,26,0.545375218150087,"24.00%",446,26,0.5652,0.4317,0.1219,40.7431,0.4284,NA,"1.0526","0.2313","0.2197","0","9e-04","0.0092","0.0226","0.0182","0.2025"
"Mixture","cluster8980.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-4482.2048,-3144.9647,"K2P{10.2863}+FQ;JC",9068.4097,9076.217,9309.2738,"Mixture",759,26,0.523056653491436,"28.19%",318,36,0.7826,0.3077,0.0753,41.3401,0.3491,NA,"1.1452","0.2406","0.2101","0","0.0021","0.0121","0.0228","0.0216","0.2006"
"One_class","cluster8980.cds.aln-cln","K2P+G4","G4",-4490.6452,-3144.9647,"K2P{1,3.5507,1,1,3.5507,1}+G4{0.25,0.25,0.25,0.25}",9083.2905,9090.7926,9319.5226,"Mixture",759,26,0.523056653491436,"28.19%",318,36,0.7826,0.3091,0.07,38.6911,0.2691,NA,"1.1155","0.2378","0.2132","0","0.0013","0.0122","0.0234","0.0179","0.213"
"Mixture","cluster8838.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-11391.5941,-9681.4623,"TN{4.19074,15.5821}+FO{0.300201,0.134516,0.372328,0.192955};JC",22895.1882,22898.3596,23210.7652,"Mixture",2070,26,0.534299516908213,"24.59%",709,18,0.3913,0.2206,0.0579,34.8712,0.2988,NA,"1.0263","0.256","0.2494","0","0.0015","0.0094","0.0205","0.0206","0.216"
"One_class","cluster8838.cds.aln-cln","TN+F+G4","G4",-11412.1411,-9681.4623,"TN{1,2.257,1,1,5.0883,1}+F{0.2829,0.1776,0.3346,0.205}",22934.2822,22937.3408,23244.2239,"Mixture",2070,26,0.534299516908213,"24.59%",709,18,0.3913,0.2314,0.0571,32.5576,0.2921,NA,"1.0029","0.2533","0.2526","0","0.0014","0.0095","0.0209","0.0207","0.2256"
"Mixture","cluster8998.cds.aln-cln","K2P+G4","G4",-4432.8677,-3899.2574,"K2P{1,5.1105,1,1,5.1105,1}+G4{0.25,0.25,0.25,0.25}",8967.7355,8972.987,9221.0989,"Mixture",1062,26,0.698681732580038,"16.67%",275,36,0.7826,0.5855,0.1744,54.3691,1.4226,NA,"0.6366","0.1668","0.262","0","0.001","0.0069","0.0131","0.0121","0.0862"
"One_class","cluster8998.cds.aln-cln","TNe+G4","G4",-4429.5418,-3899.2574,"TNe{1,4.29,1,1,6.0445,1}+G4{0.25,0.25,0.25,0.25}",8963.0836,8968.5464,9221.4148,"Mixture",1062,26,0.698681732580038,"16.67%",275,36,0.7826,0.5814,0.1738,50.4777,1.4087,NA,"0.6412","0.1684","0.2626","0","0.001","0.0068","0.013","0.012","0.0859"
"Mixture","cluster8898.cds.aln-cln","MIX{TN+FO,JC+FO,K80+FO}+G","G4",-13974.6546,-13590.4647,"TN{0.886378,23.3407}+FO{0.333309,0.0724631,0.373275,0.220953};JC;K2P{11.0957}+FQ",28065.3092,28067.6725,28412.802,"Mixture",2955,26,0.640609137055838,"19.76%",843,18,0.3913,0.2882,0.0808,33,0.8139,NA,"0.8407","0.1755","0.2088","3e-04","9e-04","0.0109","0.0165","0.0167","0.1624"
"One_class","cluster8898.cds.aln-cln","TN+F+G4","G4",-14009.9977,-13590.4647,"TN{1,3.6754,1,1,5.8281,1}+F{0.2662,0.2206,0.2744,0.2389}",28129.9954,28132.1203,28459.5144,"Mixture",2955,26,0.640609137055838,"19.76%",843,20,0.4348,0.3232,0.0939,34.6554,0.9159,NA,"0.8081","0.1703","0.2107","1e-04","9e-04","0.0109","0.0172","0.0167","0.1755"
"Mixture","cluster9005.cds.aln-cln","MIX{HKY+FO,JC+FO}+G","G4",-3452.4664,-2917.8157,"HKY{11.6535}+FO{0.156636,0.231554,0.291815,0.319996};JC",7014.9328,7024.0859,7267.4749,"Mixture",729,26,0.617283950617284,"18.66%",254,30,0.6522,0.4082,0.1074,44.8665,0.855,NA,"0.8025","0.1826","0.2275","0","0.0014","0.0071","0.016","0.0155","0.1437"
"One_class","cluster9005.cds.aln-cln","HKY+F+G4","G4",-3460.7826,-2917.8157,"HKY{1,3.5831,1,1,3.5831,1}+F{0.1999,0.2272,0.2858,0.2871}",7029.5652,7038.3783,7277.5156,"Mixture",729,26,0.617283950617284,"18.66%",254,30,0.6522,0.4213,0.1128,45.8258,0.9283,NA,"0.7824","0.1745","0.223","0","0.0014","0.0071","0.0164","0.0156","0.1492"
"Mixture","cluster8042.cds.aln-cln","MIX{TN+FO,K80+FO,HKY+FO,TPM2u+FO,K81+FO}+I+R3","I+R3",-26106.7498,-23189.2078,"TN{0.0001,5.59083}+FO{0.122031,0.377357,0.0852626,0.41535};K2P{2.07021}+FQ;HKY{22.6778}+FO{0.0331167,0.0572691,0.893254,0.0163599};TPM2u{16.0829,5.94653}+FO{0.693405,0.00348206,0.288711,0.0144019};K3P{0.285866,0.0001}+FQ",52363.4995,52365.8795,52850.2516,"Mixture",4866,26,0.602959309494451,"23.80%",1429,14,0.3043,0.3151,0.1139,29.189,0.8916,NA,"1.3302","0.3148","0.2367","0","0.0016","0.0107","0.0223","0.0221","0.2185"
"One_class","cluster8042.cds.aln-cln","TN+F+I+R3","I+R3",-26298.507,-23189.2078,"TN{1,2.7418,1,1,5.1386,1}+F{0.2518,0.2158,0.2868,0.2457}",52715.0139,52716.4871,53097.9255,"Mixture",4866,26,0.602959309494451,"23.80%",1429,14,0.3043,0.1971,0.0547,29.189,0.275,NA,"1.0943","0.2583","0.236","0","0.0014","0.0116","0.0271","0.0241","0.2932"
"Mixture","cluster9009.cds.aln-cln","MIX{TPM2,TNe+FO}+G","G4",-4895.5355,-4030.428,"TPM2{0.618749,1.94719}+FQ;TNe{15.8854,55.2344}+FQ",9901.071,9908.2672,10165.9312,"One_class",912,26,0.575657894736842,"22.48%",358,28,0.6087,0.3317,0.0944,42.0476,0.6867,NA,"1.0223","0.1136","0.1111","0","0.0011","0.0107","0.0205","0.0193","0.1995"
"One_class","cluster9009.cds.aln-cln","TPM2+G4","G4",-4905.1445,-4030.428,"TPM2{0.6586,2.9631,0.6586,1,2.9631,1}+G4{0.25,0.25,0.25,0.25}",9914.2891,9920.7058,10164.7024,"One_class",912,26,0.575657894736842,"22.48%",358,28,0.6087,0.3317,0.0943,40.4599,0.7306,NA,"1.0025","0.1127","0.1124","0","0.0011","0.0101","0.0209","0.0194","0.206"
"Mixture","cluster9016.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-5791.758,-5605.9074,"K2P{13.3357}+FQ;JC",11687.516,11691.3096,11964.0111,"Mixture",1506,26,0.729747675962815,"13.48%",369,26,0.5652,0.5564,0.1363,43.4051,1.5332,NA,"0.6549","0.142","0.2168","0","0.0014","0.0067","0.0128","0.0145","0.1462"
"One_class","cluster9016.cds.aln-cln","K2P+I","I",-5805.6207,-5605.9074,"K2P{1,3.862,1,1,3.862,1}+I{0.25,0.25,0.25,0.25}",11713.2413,11716.8892,11984.4191,"Mixture",1506,26,0.729747675962815,"13.48%",369,26,0.5652,0.5833,0.1476,42.8602,1.6063,NA,"0.6286","0.1399","0.2226","0","0.0015","0.0064","0.0134","0.0148","0.1625"
"Mixture","cluster9042.cds.aln-cln","MIX{TN+FO,K80+FO}+G","G4",-4589.1927,-3135.1225,"TN{0.708276,1.79532}+FO{0.232756,0.180257,0.345585,0.241402};K2P{32.5675}+FQ",9292.3855,9301.4306,9558.6192,"Mixture",789,26,0.561470215462611,"25.86%",299,24,0.5217,0.395,0.0843,45.3542,0.5016,NA,"1.2041","0.3014","0.2503","0","0.0026","0.0105","0.0236","0.0244","0.2494"
"One_class","cluster9042.cds.aln-cln","TN+F+G4","G4",-4623.6538,-3135.1225,"TN{1,2.6389,1,1,4.8576,1}+F{0.2314,0.2016,0.3183,0.2487}",9357.3077,9365.7115,9614.1998,"Mixture",789,26,0.561470215462611,"25.86%",299,24,0.5217,0.3666,0.0725,45.3542,0.418,NA,"1.1546","0.2941","0.2547","0","0.0026","0.0107","0.0246","0.0248","0.2721"
"Mixture","cluster9026.cds.aln-cln","MIX{TIMe,JC+FO,F81+FO}+G","G4",-4987.736,-3397.2419,"TIMe{5.01055,0.339781,11.9981}+FQ;JC;F81+FO{0.0830496,0.0204333,0.856735,0.0397824}",10091.472,10099.3027,10372.0995,"Mixture",933,26,0.620578778135048,"24.01%",300,28,0.6087,0.2718,0.059,44.6766,0.2634,NA,"1.049","0.2757","0.2628","0","0.0021","0.0112","0.0207","0.0203","0.2085"
"One_class","cluster9026.cds.aln-cln","TIMe+G4","G4",-5025.7461,-3397.2419,"TIMe{1,2.5109,0.6146,0.6146,4.2191,1}+G4{0.25,0.25,0.25,0.25}",10157.4922,10164.0041,10413.9277,"Mixture",933,26,0.620578778135048,"24.01%",300,28,0.6087,0.2962,0.0651,55.7943,0.266,NA,"1.014","0.2776","0.2738","0","0.002","0.0114","0.0214","0.0192","0.2357"
"Mixture","cluster9007.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-16745.786,-16787.6617,"TN{8.01817,14.6077}+FO{0.26073,0.200285,0.28156,0.257426};JC",33603.5721,33605.5315,33945.52,"Mixture",3315,26,0.614177978883861,"21.84%",1049,12,0.2609,0.2762,0.0874,35.4965,0.5087,NA,"0.9818","0.2398","0.2442","0","0.0015","0.0109","0.0195","0.0185","0.1582"
"One_class","cluster9007.cds.aln-cln","TNe+G4","G4",-16812.9087,-16787.6617,"TNe{1,3.5841,1,1,4.6254,1}+G4{0.25,0.25,0.25,0.25}",33729.8173,33731.5071,34047.3404,"Mixture",3315,26,0.614177978883861,"21.84%",1049,12,0.2609,0.286,0.0926,35.4965,0.5519,NA,"0.9566","0.2363","0.247","0","0.0015","0.0109","0.02","0.0185","0.1663"
"Mixture","cluster9013.cds.aln-cln","MIX{TNe,TN+FO,JC+FO}+G","G4",-7094.0325,-5219.8839,"TNe{6.39886,6.40624}+FQ;TN{2.21528,100}+FO{0.231889,0.380002,0.331285,0.056824};JC",14306.065,14311.6574,14612.2704,"Mixture",1326,26,0.605580693815988,"24.81%",457,30,0.6522,0.5124,0.1533,46.1844,1.6436,NA,"1.4847","0.3896","0.2624","0","0.0011","0.0123","0.0248","0.0195","0.2654"
"One_class","cluster9013.cds.aln-cln","TNe+G4","G4",-7128.0621,-5219.8839,"TNe{1,2.7059,1,1,3.8019,1}+G4{0.25,0.25,0.25,0.25}",14360.1242,14364.4541,14630.0002,"Mixture",1326,26,0.605580693815988,"24.81%",457,32,0.6957,0.285,0.0625,46.3897,0.7248,NA,"1.2168","0.3158","0.2595","0","0.0015","0.0127","0.0303","0.0231","0.3463"
"Mixture","cluster8548.cds.aln-cln","MIX{TIM3+FO,TN+FO,HKY+FO,K80+FO,K81u+FO}+G","G4",-14821.967,-12742.9887,"TIM3{0.312505,3.57814,5.14659}+FO{0.159065,0.334348,0.299307,0.20728};TN{1.01583,26.9352}+FO{0.847565,0.0451489,0.0727317,0.0345545};HKY{100}+FO{0.0904125,0.00010002,0.488582,0.420905};K2P{1.89382}+FQ;K3Pu{1.03981,0.0345026}+FO{0.0094363,0.194138,0.783073,0.0133526}",29793.934,29798.4759,30233.2741,"Mixture",2586,26,0.52938901778809,"28.34%",915,14,0.3043,0.5434,0.2159,24.98,2.0741,NA,"1.515","0.4632","0.3057","0","0.0015","0.0119","0.025","0.0205","0.2869"
"One_class","cluster8548.cds.aln-cln","TIM3+F+G4","G4",-14899.8783,-12742.9887,"TIM3{0.6639,2.4518,1,0.6639,4.4196,1}+F{0.2268,0.2411,0.3369,0.1952}",29911.7565,29914.2808,30239.7971,"Mixture",2586,26,0.52938901778809,"28.34%",915,16,0.3478,0.3222,0.0979,25.923,0.8643,NA,"1.2242","0.36","0.2941","0","0.0015","0.0128","0.0309","0.0221","0.394"
"Mixture","cluster9050.cds.aln-cln","MIX{TNe,JC+FO}+G","G4",-6053.7786,-4870.5471,"TNe{8.06902,14.5406}+FQ;JC",12213.5572,12218.2683,12486.2944,"Mixture",1269,26,0.647754137115839,"19.70%",399,34,0.7391,0.351,0.1019,57.4108,0.8396,NA,"0.8274","0.1504","0.1818","0","8e-04","0.0104","0.0165","0.0158","0.1327"
"One_class","cluster9050.cds.aln-cln","TNe+G4","G4",-6072.4143,-4870.5471,"TNe{1,2.969,1,1,4.6542,1}+G4{0.25,0.25,0.25,0.25}",12248.8286,12253.3615,12516.4198,"Mixture",1269,26,0.647754137115839,"19.70%",399,34,0.7391,0.3724,0.1096,56.9912,0.9096,NA,"0.8093","0.1478","0.1826","0","8e-04","0.0104","0.0169","0.0157","0.1412"
"Mixture","cluster9085.cds.aln-cln","TN+FO+G4","G4",-2502.0086,-2588.7265,"TN{1,2.8249,1,1,6.1026,1}+FO{0.2576,0.2608,0.2942,0.1874}",5114.0172,5126.0016,5353.0272,"Mixture",570,26,0.636842105263158,"19.82%",216,32,0.6957,0.4893,0.1252,51.2348,0.7106,NA,"0.9149","0.2245","0.2454","0","0.0018","0.0065","0.0182","0.0128","0.2863"
"One_class","cluster9085.cds.aln-cln","K2P+G4","G4",-2515.1456,-2588.7265,"K2P{1,3.9702,1,1,3.9702,1}+G4{0.25,0.25,0.25,0.25}",5132.2913,5142.5307,5353.9188,"Mixture",570,26,0.636842105263158,"19.82%",216,32,0.6957,0.4793,0.1219,49.2443,0.7208,NA,"0.892","0.2173","0.2436","0","0.0018","0.0064","0.0187","0.0126","0.2947"
"Mixture","cluster9086.cds.aln-cln","TN+FO+I","I",-1822.7595,-1165.4379,"TN{1,2.944,1,1,6.0327,1}+FO{0.195,0.2564,0.3409,0.2077}",3755.519,3777.0574,3966.4336,"Mixture",342,26,0.614035087719298,"27.78%",132,32,0.6957,0.3571,0.0794,48.8774,0.3665,NA,"1.0279","0.2519","0.2451","0","0.0029","0.0062","0.0208","0.0214","0.1927"
"One_class","cluster9086.cds.aln-cln","TN+F+I","I",-1823.7626,-1165.4379,"TN{1,2.883,1,1,6.1644,1}+F{0.2032,0.2703,0.3383,0.1882}",3757.5251,3779.0636,3968.4397,"Mixture",342,26,0.614035087719298,"27.78%",132,32,0.6957,0.3601,0.0799,48.8774,0.3587,NA,"1.0193","0.249","0.2443","0","0.003","0.0062","0.021","0.0214","0.1957"
"Mixture","cluster9044.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-10558.2833,-9227.4996,"K2P{5.8749}+FQ;JC",21220.5666,21223.622,21507.9559,"Mixture",1857,26,0.534733441033926,"26.17%",758,24,0.5217,0.2459,0.0526,47.8017,0.2642,NA,"1.0874","0.2883","0.2651","0","0.0013","0.0106","0.0218","0.0195","0.2258"
"One_class","cluster9044.cds.aln-cln","K2P+G4","G4",-10567.7603,-9227.4996,"K2P{1,3.2658,1,1,3.2658,1}+G4{0.25,0.25,0.25,0.25}",21237.5206,21240.4591,21519.3832,"Mixture",1857,26,0.534733441033926,"26.17%",758,24,0.5217,0.2339,0.051,47.8017,0.2232,NA,"1.0693","0.2846","0.2662","0","0.0013","0.0107","0.0222","0.0196","0.2336"
"Mixture","cluster9058.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-10694.5586,-9195.2082,"K2P{7.25894}+FQ;JC",21493.1172,21496.4618,21775.9437,"Mixture",1701,26,0.464432686654909,"31.75%",801,28,0.6087,0.3975,0.1502,51.2348,1.3275,NA,"1.3908","0.3817","0.2744","0","0.0023","0.0118","0.0276","0.0216","0.2311"
"One_class","cluster9058.cds.aln-cln","K2P+G4","G4",-10710.4179,-9195.2082,"K2P{1,3.3348,1,1,3.3348,1}+G4{0.25,0.25,0.25,0.25}",21522.8357,21526.0522,21800.2233,"Mixture",1701,26,0.464432686654909,"31.75%",801,28,0.6087,0.3691,0.1389,51.2348,1.2061,NA,"1.3545","0.3722","0.2748","0","0.0023","0.0108","0.0284","0.0217","0.2436"
"Mixture","cluster9094.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-4204.9241,-2954.0007,"TN{7.3971,39.363}+FO{0.355941,0.162468,0.324272,0.157319};JC",8521.8481,8530.7893,8782.1187,"Mixture",771,26,0.56420233463035,"23.48%",275,24,0.5217,0.2886,0.0598,42.2493,0.5694,NA,"0.977","0.2321","0.2376","0","0.0023","0.0094","0.0192","0.0162","0.2011"
"One_class","cluster9094.cds.aln-cln","TN+F+G4","G4",-4219.9379,-2954.0007,"TN{1,2.4707,1,1,4.7898,1}+F{0.2963,0.2234,0.2915,0.1888}",8549.8759,8558.4913,8805.4987,"Mixture",771,26,0.56420233463035,"23.48%",275,26,0.5652,0.3203,0.0673,37.0945,0.6706,NA,"0.942","0.2277","0.2417","0","0.0014","0.0095","0.0199","0.0171","0.2146"
"Mixture","cluster9101.cds.aln-cln","MIX{TPM3,K80+FO}+I+R2","I+R2",-6865.4134,-4988.1516,"TPM3{0.603136,1.26368}+FQ;K2P{13.0425}+FQ",13842.8267,13848.0552,14131.3976,"Mixture",1278,26,0.598591549295775,"21.36%",409,22,0.4783,0.3076,0.09,39.6485,0.6981,NA,"1.0528","0.2013","0.1912","0","0.0017","0.0107","0.0208","0.0181","0.1917"
"One_class","cluster9101.cds.aln-cln","TPM3+I+R2","I+R2",-6877.0741,-4988.1516,"TPM3{0.6841,3.2492,1,0.6841,3.2492,1}+I{0.25,0.25,0.25,0.25}",13862.1481,13867.0051,14140.4129,"Mixture",1278,26,0.598591549295775,"21.36%",409,22,0.4783,0.3215,0.0882,38.4187,0.7512,NA,"1.0173","0.197","0.1936","0","0.0015","0.0107","0.0215","0.0186","0.2035"
"Mixture","cluster9111.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-4235.8853,-3019.8378,"TN{3.27412,8.74646}+FO{0.309044,0.188639,0.321107,0.181211};JC",8583.7707,8593.2707,8840.9044,"Mixture",729,26,0.52400548696845,"26.20%",294,28,0.6087,0.3478,0.0923,34.8855,0.4762,NA,"1.0957","0.2864","0.2614","0","0.0017","0.0098","0.0221","0.0244","0.1604"
"One_class","cluster9111.cds.aln-cln","TN+F+G4","G4",-4239.3736,-3019.8378,"TN{1,2.3345,1,1,5.0486,1}+F{0.2885,0.2044,0.317,0.1901}",8588.7471,8597.9002,8841.2892,"Mixture",729,26,0.52400548696845,"26.20%",294,28,0.6087,0.3458,0.0926,34.5254,0.4767,NA,"1.0833","0.2848","0.2629","0","0.0016","0.0098","0.0224","0.0245","0.1634"
"Mixture","cluster9124.cds.aln-cln","MIX{TNe,JC+FO}+G","G4",-4578.0919,-3370.4645,"TNe{5.22288,9.24409}+FQ;JC",9262.1837,9269.8773,9510.3355,"Mixture",798,26,0.543859649122807,"26.82%",323,34,0.7391,0.3385,0.0967,49.1223,0.5521,NA,"1.0744","0.2389","0.2224","0","0.0013","0.0131","0.0214","0.0223","0.1623"
"One_class","cluster9124.cds.aln-cln","TNe+G4","G4",-4584.0124,-3370.4645,"TNe{1,2.9302,1,1,4.8373,1}+G4{0.25,0.25,0.25,0.25}",9272.0247,9279.4234,9515.4944,"Mixture",798,26,0.543859649122807,"26.82%",323,32,0.6957,0.345,0.1008,41.821,0.5702,NA,"1.0468","0.2396","0.2289","0","0.0013","0.0131","0.0219","0.024","0.1722"
"Mixture","cluster9089.cds.aln-cln","MIX{K2P,JC+FO,TIM+FO}+G","G4",-8293.6678,-6123.6271,"K2P{14.0481}+FQ;JC;TIM{0.0001,7.56216,3.95333}+FO{0.46891,0.00769652,0.475898,0.0474956}",16705.3356,16709.9721,17022.142,"Mixture",1587,26,0.601134215500945,"22.43%",460,28,0.6087,0.2942,0.0898,45.3982,0.717,NA,"1.0143","0.1482","0.1461","0","0.0012","0.0114","0.022","0.0191","0.2202"
"One_class","cluster9089.cds.aln-cln","K2P+I+R3","I+R3",-8352.4752,-6123.6271,"K2P{1,3.6626,1,1,3.6626,1}+I{0.25,0.25,0.25,0.25}",16814.9505,16818.974,17110.2785,"Mixture",1587,26,0.601134215500945,"22.43%",460,28,0.6087,0.2802,0.0921,39.8497,0.6118,NA,"1.0786","0.1618","0.15","0","8e-04","0.0097","0.0207","0.0171","0.2171"
"Mixture","cluster9110.cds.aln-cln","MIX{TIMe,JC+FO}+G","G4",-5765.5031,-4473.2418,"TIMe{3.87451,0.507566,7.10894}+FQ;JC",11639.0061,11645.3795,11903.3183,"Mixture",987,26,0.527862208713272,"28.77%",405,26,0.5652,0.3638,0.1223,40.0625,0.7449,NA,"1.1717","0.3353","0.2862","0","0.002","0.0103","0.0233","0.0186","0.1844"
